Timestamp,Reading
1129891.9013961304,-1610.3983
1129891.9033960002,-1641.512
1129891.9053959788,-1622.2
1129891.9073959743,-1630.7831
1129891.9093959746,-1610.3983
1129891.9113959759,-1620.0542
1129891.9133959776,-1608.2526
1129891.915395979,-1625.4187
1129891.9173959808,-1620.0542
1129891.919395982,-1622.2
1129891.9213959833,-1616.8356
1129891.9233959846,-1630.7831
1129891.9253959856,-1609.3254
1129891.9273959866,-1642.5848
1129891.9293959874,-1614.6898
1129891.9313959882,-1620.0542
1129891.9310940988,-1627.5645
1129891.931214425,-1609.3254
1129891.9316666478,-1627.5645
1129891.932382792,-1618.9813
1129891.93331098,-1615.7627
1129891.9344111197,-1620.0542
1129891.9356518732,-1623.273
1129891.937008492,-1623.273
1129891.9384612462,-1623.273
1129891.9399942714,-1607.1797
1129891.9415947099,-1631.856
1129891.9432520648,-1601.8152
1129891.944957708,-1617.9084
1129891.9461250375,-1630.7831
1129891.9473908152,-1618.9813
1129891.948741872,-1618.9813
1129891.9501670857,-1626.4916
1129891.9516570154,-1627.5645
1129891.9532036118,-1610.3983
1129891.9547999837,-1612.5441
1129891.9564402066,-1625.4187
1129891.9581191684,-1625.4187
1129891.9598324418,-1605.0339
1129891.9952692972,-1616.8356
1129892.0279302793,-1628.6373
1129892.0580916333,-1617.9084
1129892.0859969843,-1588.9407
1129892.1118617952,-1612.5441
1129892.1358771354,-1706.9578
1129892.1582128776,-1556.7542
1129892.1790204202,-1601.8152
1129892.198435013,-1664.0425
1129892.2165777504,-1586.7948
1129892.233557287,-1627.5645
1129892.249471316,-1602.8881
1129892.26440785,-1630.7831
1129892.2784463295,-1641.512
1129892.2906262202,-1603.9609
1129892.3021094098,-1658.6781
1129892.3129501,-1590.0135
1129892.3231975455,-1671.5526
1129892.3328965753,-1590.0135
1129892.3420880523,-1655.4594
1129892.3508092784,-1627.5645
1129892.359094353,-1612.5441
1129892.3669744893,-1606.1068
1129892.3744782978,-1624.3458
1129892.3816320354,-1614.6898
1129892.3884598291,-1624.3458
1129892.3949838753,-1622.2
1129892.4012246171,-1626.4916
1129892.4072009043,-1630.7831
1129892.7304374466,-1624.3458
1129893.0378046273,-1625.4187
1129893.330247855,-1614.6898
1129893.6086451635,-1613.617
1129893.8738128156,-1632.9288
1129894.126510376,-1616.8356
1129894.3674453076,-1624.3458
1129894.5972771402,-1627.5645
1129894.8166212628,-1622.2
1129895.026052368,-1607.1797
1129895.2261075927,-1623.273
1129895.4172893811,-1626.4916
1129895.600068097,-1617.9084
1129895.7746521763,-1621.1271
1129895.9416966941,-1615.7627
1129896.1015888257,-1605.0339
1129896.2546921077,-1632.9288
1129896.401348119,-1609.3254
1129896.5418780264,-1616.8356
1129896.676584007,-1611.4712
1129896.8057505547,-1609.3254
1129896.929645686,-1624.3458
1129897.0485220524,-1626.4916
1129897.1621566736,-1625.4187
1129897.2712529255,-1626.4916
1129897.3760224355,-1621.1271
1129897.476665167,-1607.1797
1129897.5733701666,-1615.7627
1129897.6663162592,-1621.1271
1129897.755672689,-1630.7831
1129897.8415997166,-1614.6898
1129897.9242491743,-1626.4916
1129898.0037649802,-1624.3458
1129898.0802836178,-1621.1271
1129898.153934583,-1625.4187
1129898.2248407982,-1613.617
1129898.4767565774,-1621.1271
1129898.7201508046,-1622.2
1129898.9553671405,-1616.8356
1129899.1827327095,-1625.4187
1129899.4025590299,-1614.6898
1129899.6151428835,-1642.5848
1129899.8207671316,-1630.7831
1129900.0197014764,-1620.0542
1129900.2122031767,-1625.4187
1129900.3985177185,-1617.9084
1129900.5788794444,-1622.2
1129900.7535121443,-1614.6898
1129900.9226296095,-1611.4712
1129901.086436155,-1617.9084
1129901.2451271093,-1613.617
1129901.398886613,-1628.6373
1129901.547674546,-1611.4712
1129901.691889811,-1615.7627
1129901.8316959215,-1641.512
1129901.9672494656,-1612.5441
1129902.098700449,-1623.273
1129902.2261926173,-1626.4916
1129902.3498637602,-1615.7627
1129902.4698459995,-1617.9084
1129902.5862660606,-1617.9084
1129902.6992455292,-1620.0542
1129902.8089010946,-1618.9813
1129902.9404114,1
1129902.9484114,0
1129902.9149271315,-1601.8152
1129903.0178597656,-1620.0542
1129903.1178019783,-1613.617
1129903.2148527158,-1642.5848
1129903.309107072,-1611.4712
1129903.4006564633,-1626.4916
1129903.4895887945,-1620.0542
1129903.5759886147,-1635.0746
1129903.6599372674,-1611.4712
1129903.7415130308,-1621.1271
1129903.820791253,-1618.9813
1129903.8978444778,-1615.7627
1129903.972742568,-1621.1271
1129904.0455528193,-1616.8356
1129904.1163400698,-1620.0542
1129904.1936533044,-1636.1475
1129904.2688669239,-1615.7627
1129904.3420446946,-1621.1271
1129904.4132481173,-1615.7627
1129904.4825365194,-1572.8474
1129904.5499671458,-1695.1561
1129904.6155952422,-1599.6694
1129904.6794741375,-1601.8152
1129904.7416553202,-1624.3458
1129904.8021885115,-1625.4187
1129904.860591399,-1622.2
1129904.917452391,-1617.9084
1129904.972816006,-1617.9084
1129905.0267252692,-1621.1271
1129905.0792217688,-1623.273
1129905.130345714,-1605.0339
1129905.180135986,-1620.0542
1129905.2286301902,-1615.7627
1129905.2758647033,-1629.7102
1129905.3218747205,-1625.4187
1129905.3666943004,-1616.8356
1129905.4103564066,-1631.856
1129905.4528929482,-1614.6898
1129905.4943348202,-1610.3983
1129905.534711939,-1622.2
1129905.5740532796,-1623.273
1129905.612386909,-1615.7627
1129905.6497400196,-1616.8356
1129905.6859341243,-1614.6898
1129905.721203645,-1571.7745
1129905.7555732357,-1708.0308
1129905.7890667967,-1611.4712
1129905.821707501,-1565.3372
1129905.8535178204,-1710.1765
1129905.884519549,-1549.2439
1129905.9147338283,-1675.8442
1129905.9441811675,-1577.1389
1129905.9728814678,-1673.6985
1129906.0008540412,-1564.2643
1129906.028117631,-1649.0221
